"Município";"RO";"AC";"AM";"RR";"PA";"AP";"TO";"MA";"PI";"CE";"RN";"PB";"PE";"AL";"SE";"BA";"MG";"ES";"RJ";"SP";"PR";"SC";"RS";"MS";"MT";"GO";"DF";" Total"
"270180 CARNEIROS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"147257";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"147257"
"270190 CHA PRETA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"137858";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"137858"
"270200 COITE DO NOIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"155944";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"155944"
"270210 COLONIA LEOPOLDINA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303109";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303109"
"270220 COQUEIRO SECO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"91954";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"91954"
"270230 CORURIPE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"939621";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"939621"
"270235 CRAIBAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"404992";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"404992"
"270240 DELMIRO GOUVEIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"755956";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"755956"
"270250 DOIS RIACHOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179477";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179477"
"270255 ESTRELA DE ALAGOAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227097";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227097"
"270260 FEIRA GRANDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"323635";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"323635"
"270270 FELIZ DESERTO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80410"
"270280 FLEXEIRAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"197133";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"197133"
"270290 GIRAU DO PONCIANO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"508980";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"508980"
"270300 IBATEGUARA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283364";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283364"
"270310 IGACI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"388149";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"388149"
"270320 IGREJA NOVA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"342639";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"342639"
"270330 INHAPI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"304528";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"304528"
"270340 JACARE DOS HOMENS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"106282";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"106282"
"270350 JACUIPE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"107806";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"107806"
"270360 JAPARATINGA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"124759";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"124759"
"270370 JARAMATAIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90633";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90633"
"270375 JEQUIA DA PRAIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"174057";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"174057"
"270380 JOAQUIM GOMES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"402484";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"402484"
"270390 JUNDIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"68085";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"68085"
"270400 JUNQUEIRO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413997";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413997"
"270410 LAGOA DA CANOA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"297726";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"297726"
"270420 LIMOEIRO DE ANADIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"406320";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"406320"
"270430 MACEIO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13942375";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13942375"
"270440 MAJOR ISIDORO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268536";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268536"
"270450 MARAGOGI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"515339";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"515339"
"270460 MARAVILHA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"176118";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"176118"
"270470 MARECHAL DEODORO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"814218";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"814218"
"270480 MARIBONDO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"204351";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"204351"
"270490 MAR VERMELHO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49493";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49493"
"270500 MATA GRANDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"384483";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"384483"
"270510 MATRIZ DE CAMARAGIBE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"432762";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"432762"
"270520 MESSIAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"295732";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"295732"
"270530 MINADOR DO NEGRAO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"71003";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"71003"
"270540 MONTEIROPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"119898";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"119898"
"270550 MURICI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"509188";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"509188"
"270560 NOVO LINO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"207292";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"207292"
"270570 OLHO D\'AGUA DAS FLORES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"309329";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"309329"
"270580 OLHO D\'AGUA DO CASADO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"134221";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"134221"
"270590 OLHO D\'AGUA GRANDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74927";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74927"
"270600 OLIVENCA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169900";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169900"
"270610 OURO BRANCO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198228";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198228"
"270620 PALESTINA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"78284";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"78284"
"270630 PALMEIRA DOS INDIOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1270342";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1270342"
"270640 PAO DE ACUCAR";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"406754";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"406754"
"270642 PARICONHA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223036";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223036"
"270644 PARIPUEIRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"188782";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"188782"
"270650 PASSO DE CAMARAGIBE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"229346";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"229346"
"270660 PAULO JACINTO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"130824";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"130824"
"270670 PENEDO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1037917";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1037917"
"270680 PIACABUCU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271556";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271556"
"270690 PILAR";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"575402";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"575402"
"270700 PINDOBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49169";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49169"
"270710 PIRANHAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"403386";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"403386"
"270720 POCO DAS TRINCHEIRAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"197070";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"197070"
"270730 PORTO CALVO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"484352";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"484352"
"270740 PORTO DE PEDRAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"125067";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"125067"
"270750 PORTO REAL DO COLEGIO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303904";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303904"
"270760 QUEBRANGULO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201321";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201321"
"270770 RIO LARGO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3432315";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3432315"
"270780 ROTEIRO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"128898";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"128898"
"270790 SANTA LUZIA DO NORTE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116063";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116063"
"270800 SANTANA DO IPANEMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"744034";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"744034"
"270810 SANTANA DO MUNDAU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"181862";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"181862"
"270820 SAO BRAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"96514";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"96514"
"270830 SAO JOSE DA LAJE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"399137";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"399137"
"270840 SAO JOSE DA TAPERA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"570283";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"570283"
"270850 SAO LUIS DO QUITUNDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"535457";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"535457"
"270860 SAO MIGUEL DOS CAMPOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"931110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"931110"
"270870 SAO MIGUEL DOS MILAGRES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"106686";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"106686"
"270880 SAO SEBASTIAO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"558659";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"558659"
"270890 SATUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"209217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"209217"
"270895 SENADOR RUI PALMEIRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"203871";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"203871"
"270900 TANQUE D\'ARCA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"89081";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"89081"
"270910 TAQUARANA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"263734";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"263734"
"270915 TEOTONIO VILELA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"760648";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"760648"
"270920 TRAIPU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"364152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"364152"
"270930 UNIAO DOS PALMARES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1089481";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1089481"
"270940 VICOSA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"525898";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"525898"
"280010 AMPARO DE SAO FRANCISCO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35849";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35849"
"280020 AQUIDABA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"292454";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"292454"
"280030 ARACAJU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8094729";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8094729"
"280040 ARAUA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"172200";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"172200"
"280050 AREIA BRANCA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271103";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271103"
"280060 BARRA DOS COQUEIROS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"399173";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"399173"
"280067 BOQUIM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"360675";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"360675"
"280070 BREJO GRANDE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"122181";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"122181"
"280100 CAMPO DO BRITO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"247276";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"247276"
"280110 CANHOBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"70313";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"70313"
"280120 CANINDE DE SAO FRANCISCO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"436417";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"436417"
"280130 CAPELA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"483942";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"483942"
"280140 CARIRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"275692";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"275692"
"280150 CARMOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223960";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223960"
"280160 CEDRO DE SAO JOAO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72865";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72865"
"280170 CRISTINAPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"267994";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"267994"
"280190 CUMBE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53448";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53448"
"280200 DIVINA PASTORA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67031";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67031"
"280210 ESTANCIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1053201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1053201"
"280220 FEIRA NOVA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"78266";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"78266"
"280230 FREI PAULO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"199780";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"199780"
"280240 GARARU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"145922";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"145922"
"280250 GENERAL MAYNARD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43123";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43123"
"280260 GRACHO CARDOSO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74019";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74019"
"280270 ILHA DAS FLORES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"140605";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"140605"
"280280 INDIAROBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"278468";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"278468"
"280290 ITABAIANA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1337336";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1337336"
"280300 ITABAIANINHA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"607326";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"607326"
"280310 ITABI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"69397";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"69397"
"280320 ITAPORANGA D\'AJUDA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"514466";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"514466"
"280330 JAPARATUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"234703";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"234703"
"280340 JAPOATA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"192923";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"192923"
"280350 LAGARTO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1379630";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1379630"
"280360 LARANJEIRAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"430454";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"430454"
"280370 MACAMBIRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"96083";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"96083"
"280380 MALHADA DOS BOIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"66032";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"66032"
"280390 MALHADOR";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169263";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169263"
"280400 MARUIM";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"244028";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"244028"
"280410 MOITA BONITA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148604";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148604"
"280420 MONTE ALEGRE DE SERGIPE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231439";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231439"
"280430 MURIBECA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"111300";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"111300"
"280440 NEOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"269237";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"269237"
"280445 NOSSA SENHORA APARECIDA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"103378";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"103378"
"280450 NOSSA SENHORA DA GLORIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"468142";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"468142"
"280460 NOSSA SENHORA DAS DORES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"328302";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"328302"
"280470 NOSSA SENHORA DE LOURDES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95489";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95489"
"280480 NOSSA SENHORA DO SOCORRO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2440528";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2440528"
"280490 PACATUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"207875";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"207875"
"280500 PEDRA MOLE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43447";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43447"
"280510 PEDRINHAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"136543";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"136543"
"280520 PINHAO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"86421";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"86421"
"280530 PIRAMBU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148900";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148900"
