"Município";"RO";"AC";"AM";"RR";"PA";"AP";"TO";"MA";"PI";"CE";"RN";"PB";"PE";"AL";"SE";"BA";"MG";"ES";"RJ";"SP";"PR";"SC";"RS";"MS";"MT";"GO";"DF";" Total"
"140002 AMAJARI";"0";"0";"0";"268043";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268043"
"140005 ALTO ALEGRE";"0";"0";"0";"457771";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"457771"
"140010 BOA VISTA";"0";"0";"0";"6657250";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6657250"
"140015 BONFIM";"0";"0";"0";"407263";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"407263"
"140017 CANTA";"0";"0";"0";"249103";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"249103"
"140020 CARACARAI";"0";"0";"0";"391631";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"391631"
"140023 CAROEBE";"0";"0";"0";"171913";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"171913"
"140028 IRACEMA";"0";"0";"0";"158157";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"158157"
"140030 MUCAJAI";"0";"0";"0";"371415";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"371415"
"140040 NORMANDIA";"0";"0";"0";"321117";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"321117"
"140045 PACARAIMA";"0";"0";"0";"706112";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"706112"
"140047 RORAINOPOLIS";"0";"0";"0";"417514";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"417514"
"140050 SAO JOAO DA BALIZA";"0";"0";"0";"117776";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"117776"
"140060 SAO LUIZ";"0";"0";"0";"115935";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"115935"
"140070 UIRAMUTA";"0";"0";"0";"364496";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"364496"
"150010 ABAETETUBA";"0";"0";"0";"0";"2229887";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2229887"
"150013 ABEL FIGUEIREDO";"0";"0";"0";"0";"123527";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"123527"
"150020 ACARA";"0";"0";"0";"0";"1017652";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1017652"
"150030 AFUA";"0";"0";"0";"0";"572720";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"572720"
"150034 AGUA AZUL DO NORTE";"0";"0";"0";"0";"342583";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"342583"
"150040 ALENQUER";"0";"0";"0";"0";"977730";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"977730"
"150050 ALMEIRIM";"0";"0";"0";"0";"805979";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"805979"
"150060 ALTAMIRA";"0";"0";"0";"0";"2101786";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2101786"
"150070 ANAJAS";"0";"0";"0";"0";"534687";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"534687"
"150080 ANANINDEUA";"0";"0";"0";"0";"6675138";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6675138"
"150085 ANAPU";"0";"0";"0";"0";"407616";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"407616"
"150090 AUGUSTO CORREA";"0";"0";"0";"0";"823145";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"823145"
"150095 AURORA DO PARA";"0";"0";"0";"0";"444334";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"444334"
"150100 AVEIRO";"0";"0";"0";"0";"279963";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"279963"
"150110 BAGRE";"0";"0";"0";"0";"395922";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"395922"
"150120 BAIAO";"0";"0";"0";"0";"474197";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"474197"
"150125 BANNACH";"0";"0";"0";"0";"77654";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77654"
"150130 BARCARENA";"0";"0";"0";"0";"1917395";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1917395"
"150140 BELEM";"0";"0";"0";"0";"21662842";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21662842"
"150145 BELTERRA";"0";"0";"0";"0";"318217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"318217"
"150150 BENEVIDES";"0";"0";"0";"0";"822151";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"822151"
"150157 BOM JESUS DO TOCANTINS";"0";"0";"0";"0";"243176";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243176"
"150160 BONITO";"0";"0";"0";"0";"194817";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"194817"
"150170 BRAGANCA";"0";"0";"0";"0";"2127207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2127207"
"150172 BRASIL NOVO";"0";"0";"0";"0";"331084";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"331084"
"150175 BREJO GRANDE DO ARAGUAIA";"0";"0";"0";"0";"142821";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"142821"
"150178 BREU BRANCO";"0";"0";"0";"0";"768307";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"768307"
"150180 BREVES";"0";"0";"0";"0";"2287011";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2287011"
"150190 BUJARU";"0";"0";"0";"0";"447524";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"447524"
"150195 CACHOEIRA DO PIRIA";"0";"0";"0";"0";"341645";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"341645"
"150200 CACHOEIRA DO ARARI";"0";"0";"0";"0";"294734";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"294734"
"150210 CAMETA";"0";"0";"0";"0";"2150650";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2150650"
"150215 CANAA DOS CARAJAS";"0";"0";"0";"0";"724404";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"724404"
"150220 CAPANEMA";"0";"0";"0";"0";"1043936";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1043936"
"150230 CAPITAO POCO";"0";"0";"0";"0";"745642";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"745642"
"150240 CASTANHAL";"0";"0";"0";"0";"2950896";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2950896"
"150250 CHAVES";"0";"0";"0";"0";"292141";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"292141"
"150260 COLARES";"0";"0";"0";"0";"199605";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"199605"
"150270 CONCEICAO DO ARAGUAIA";"0";"0";"0";"0";"837442";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"837442"
"150275 CONCORDIA DO PARA";"0";"0";"0";"0";"485779";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"485779"
"150276 CUMARU DO NORTE";"0";"0";"0";"0";"148124";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148124"
"150277 CURIONOPOLIS";"0";"0";"0";"0";"384820";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"384820"
"150280 CURRALINHO";"0";"0";"0";"0";"511757";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"511757"
"150285 CURUA";"0";"0";"0";"0";"249352";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"249352"
"150290 CURUCA";"0";"0";"0";"0";"475999";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"475999"
"150293 DOM ELISEU";"0";"0";"0";"0";"897097";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"897097"
"150295 ELDORADO DOS CARAJAS";"0";"0";"0";"0";"698428";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"698428"
"150300 FARO";"0";"0";"0";"0";"180539";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"180539"
"150304 FLORESTA DO ARAGUAIA";"0";"0";"0";"0";"274053";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"274053"
"150307 GARRAFAO DO NORTE";"0";"0";"0";"0";"568942";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"568942"
"150309 GOIANESIA DO PARA";"0";"0";"0";"0";"507370";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"507370"
"150310 GURUPA";"0";"0";"0";"0";"625823";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"625823"
"150320 IGARAPE-ACU";"0";"0";"0";"0";"624685";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"624685"
"150330 IGARAPE-MIRI";"0";"0";"0";"0";"1116376";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1116376"
"150340 INHANGAPI";"0";"0";"0";"0";"173380";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"173380"
"150345 IPIXUNA DO PARA";"0";"0";"0";"0";"594266";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"594266"
"150350 IRITUIA";"0";"0";"0";"0";"507073";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"507073"
"150360 ITAITUBA";"0";"0";"0";"0";"2210410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2210410"
"150370 ITUPIRANGA";"0";"0";"0";"0";"991078";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"991078"
"150375 JACAREACANGA";"0";"0";"0";"0";"505523";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"505523"
"150380 JACUNDA";"0";"0";"0";"0";"945188";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"945188"
"150390 JURUTI";"0";"0";"0";"0";"932356";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"932356"
"150400 LIMOEIRO DO AJURU";"0";"0";"0";"0";"474161";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"474161"
"150405 MAE DO RIO";"0";"0";"0";"0";"532399";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"532399"
"150410 MAGALHAES BARATA";"0";"0";"0";"0";"132663";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132663"
"150420 MARABA";"0";"0";"0";"0";"4366348";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4366348"
"150430 MARACANA";"0";"0";"0";"0";"442317";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"442317"
"150440 MARAPANIM";"0";"0";"0";"0";"404868";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"404868"
"150442 MARITUBA";"0";"0";"0";"0";"1745587";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1745587"
"150445 MEDICILANDIA";"0";"0";"0";"0";"449507";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"449507"
"150450 MELGACO";"0";"0";"0";"0";"528228";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"528228"
"150460 MOCAJUBA";"0";"0";"0";"0";"516058";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"516058"
"150470 MOJU";"0";"0";"0";"0";"1028207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1028207"
"150475 MOJUI DOS CAMPOS";"0";"0";"0";"0";"57163";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"57163"
"150480 MONTE ALEGRE";"0";"0";"0";"0";"1085151";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1085151"
"150490 MUANA";"0";"0";"0";"0";"470179";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"470179"
"150495 NOVA ESPERANCA DO PIRIA";"0";"0";"0";"0";"434950";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"434950"
"150497 NOVA IPIXUNA";"0";"0";"0";"0";"264690";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"264690"
"150500 NOVA TIMBOTEUA";"0";"0";"0";"0";"201408";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201408"
"150503 NOVO PROGRESSO";"0";"0";"0";"0";"551676";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"551676"
"150506 NOVO REPARTIMENTO";"0";"0";"0";"0";"1177436";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1177436"
"150510 OBIDOS";"0";"0";"0";"0";"900366";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"900366"
"150520 OEIRAS DO PARA";"0";"0";"0";"0";"551071";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"551071"
"150530 ORIXIMINA";"0";"0";"0";"0";"1398333";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1398333"
"150540 OUREM";"0";"0";"0";"0";"317038";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"317038"
"150543 OURILANDIA DO NORTE";"0";"0";"0";"0";"609917";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"609917"
"150548 PACAJA";"0";"0";"0";"0";"776249";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"776249"
"150549 PALESTINA DO PARA";"0";"0";"0";"0";"151694";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"151694"
"150550 PARAGOMINAS";"0";"0";"0";"0";"2052799";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2052799"
"150553 PARAUAPEBAS";"0";"0";"0";"0";"3280736";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3280736"
"150555 PAU D\'ARCO";"0";"0";"0";"0";"134481";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"134481"
"150560 PEIXE-BOI";"0";"0";"0";"0";"130413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"130413"
"150563 PICARRA";"0";"0";"0";"0";"297180";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"297180"
"150565 PLACAS";"0";"0";"0";"0";"292420";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"292420"
"150570 PONTA DE PEDRAS";"0";"0";"0";"0";"413022";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413022"
"150580 PORTEL";"0";"0";"0";"0";"1210010";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1210010"
"150590 PORTO DE MOZ";"0";"0";"0";"0";"663341";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"663341"
"150600 PRAINHA";"0";"0";"0";"0";"539313";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"539313"
"150610 PRIMAVERA";"0";"0";"0";"0";"194326";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"194326"
"150611 QUATIPURU";"0";"0";"0";"0";"217935";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217935"
"150613 REDENCAO";"0";"0";"0";"0";"1353481";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1353481"
"150616 RIO MARIA";"0";"0";"0";"0";"306724";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"306724"
"150618 RONDON DO PARA";"0";"0";"0";"0";"806935";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"806935"
"150619 RUROPOLIS";"0";"0";"0";"0";"525784";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"525784"
"150620 SALINOPOLIS";"0";"0";"0";"0";"640328";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"640328"
"150630 SALVATERRA";"0";"0";"0";"0";"324761";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"324761"
"150635 SANTA BARBARA DO PARA";"0";"0";"0";"0";"269653";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"269653"
"150640 SANTA CRUZ DO ARARI";"0";"0";"0";"0";"107134";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"107134"
"150650 SANTA IZABEL DO PARA";"0";"0";"0";"0";"870052";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"870052"
"150655 SANTA LUZIA DO PARA";"0";"0";"0";"0";"398277";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"398277"
"150658 SANTA MARIA DAS BARREIRAS";"0";"0";"0";"0";"283410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283410"
"150660 SANTA MARIA DO PARA";"0";"0";"0";"0";"365669";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"365669"
"150670 SANTANA DO ARAGUAIA";"0";"0";"0";"0";"666726";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"666726"
"150680 SANTAREM";"0";"0";"0";"0";"5346486";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5346486"
"150690 SANTAREM NOVO";"0";"0";"0";"0";"109599";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"109599"
"150700 SANTO ANTONIO DO TAUA";"0";"0";"0";"0";"429462";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"429462"
"150710 SAO CAETANO DE ODIVELAS";"0";"0";"0";"0";"264420";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"264420"
"150715 SAO DOMINGOS DO ARAGUAIA";"0";"0";"0";"0";"484213";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"484213"
"150720 SAO DOMINGOS DO CAPIM";"0";"0";"0";"0";"631218";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"631218"
"150730 SAO FELIX DO XINGU";"0";"0";"0";"0";"994127";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"994127"
"150740 SAO FRANCISCO DO PARA";"0";"0";"0";"0";"239384";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"239384"
